	Chrom	Gene	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
8159	chr6	UBR2	+	42691031	42693505	42691265	0.35835050196262025	-0.1111684356204814	0.1111684356204814	19.101785714285715	41.27366071428571	44.13247863247864	58.6025641025641
8160	chr6	UFL1	+	96553284	96555276	96554797	0.2593279019620309	0.09506558379787289	0.09506558379787289	63.79540709812109	75.85386221294364	60.974223397224065	106.38202247191013
8161	chr6	ULBP1	+	149970015	149973715	149972685	0.9175753237335951	0.22521671780329422	0.22521671780329422	1.7825242718446601	0.46310679611650485	1.106741573033708	0.7191011235955057
8162	chr6	ULBP3	-	150061052	150064713	150062354	0.7010488382455837	-0.09954420883622439	0.09954420883622439	23.321044546851	17.29953917050691	8.428995337007208	3.4417125900805416
8163	chr6	UQCC2	-	33696763	33697750	33697590	0.053441130488986646	-0.024280435365135647	0.024280435365135647	44.32648125755744	48.091898428053206	1100.475	715.26875
8164	chr6	USP45	-	99432324	99435846	99433564	0.7062104774629687	-0.10561755292081249	0.10561755292081249	14.852419354838709	18.716129032258063	15.573181419807185	12.804557405784397
8165	chr6	USP45	-	99458958	99462815	99459659	0.5809791884494877	0.1959017686010805	0.1959017686010805	12.736091298145507	4.940085592011412	6.500316856780735	5.656844106463877
8166	chr6	USP45	-	99482260	99482883	99482530	0.6348852986272127	-0.1269060906190102	0.1269060906190102	11.77037037037037	7.362962962962963	29.181303116147305	10.407932011331443
8167	chr6	USP49	-	41789895	41796723	41791271	0.4607210353722455	0.0859444823254254	0.0859444823254254	64.19694767441861	57.09956395348837	34.912876008804105	44.5388848129127
8168	chr6	USP49	-	41797644	41798929	41797876	0.1319045761564731	0.4149987993792976	0.4149987993792976	10.336206896551724	2.6810344827586206	4.583095916429249	6.969610636277302
8169	chr6	UST	+	149073832	149076990	149074221	0.7810995461040952	-0.025516090572253625	0.025516090572253625	186.36439147706753	159.79162152401588	233.92030848329048	180.95886889460158
8170	chr6	UTRN	+	144850988	144853034	144851078	0.31057295966070847	-0.12944297962490492	0.12944297962490492	59.38292433537832	31.879345603271982	55.244444444444454	17.355555555555558
8171	chr6	VEGFA	+	43784540	43786487	43784956	0.0012039204530570424	-0.09790343362260534	0.09790343362260534	187.88504245591116	320.6838667537557	393.9519230769231	441.36057692307685
8172	chr6	VNN1	-	132680848	132683322	132682396	0.6834944524993098	0.1329885561185947	0.1329885561185947	2.498708010335917	4.645348837209302	6.0485961123110155	24.50647948164147
8173	chr6	VTA1	+	142218497	142224685	142223515	0.4364382239788026	-0.03708260550082497	0.03708260550082497	2.9136752136752135	5.318803418803419	109.68732562774014	79.16201673973694
8174	chr6	WASF1	-	110099818	110100679	110100411	0.3267153858236344	-0.05278789763240088	0.05278789763240088	139.68802698145026	164.12310286677908	239.0559701492537	225.15671641791047
8175	chr6	WDR27	-	169457211	169457634	169457301	0.9736412511822354	0.015180962700282241	0.015180962700282241	50.977777777777774	106.83333333333333	27.0	60.46846846846846
8176	chr6	WRNIP1	+	2785006	2786952	2785732	0.22456317775425236	0.006754134716716754	0.006754134716716754	6.7	2.8540983606557377	672.1460055096419	913.2258953168044
8177	chr6	YIPF3	-	43511831	43512315	43512104	0.9960753417762976	-0.0015821748641319244	0.0015821748641319244	418.6373626373626	758.7216117216117	718.4834123222747	1293.3317535545025
8178	chr6	ZBTB2	-	151364114	151366892	151364836	0.49780233344595914	0.05243932369226101	0.05243932369226101	152.5443213296399	90.75623268698061	162.63813229571986	119.54766536964982
8179	chr6	ZBTB24	-	109462593	109466574	109463537	0.8476424397359246	-0.04418702442806999	0.04418702442806999	34.03601694915254	30.923728813559322	56.307869608165944	42.542311491603556
8180	chr6	ZC3H11C	+	65302020	65306574	65302430	0.6413775778155328	-0.1472501552280372	0.1472501552280372	13.399372586872587	11.658783783783784	8.990243902439026	3.97560975609756
8181	chr6	ZC3H12D	-	149446794	149451479	149447644	0.9183877059420996	-0.30970347003154575	0.30970347003154575	0.0	0.18823529411764706	0.4521512385919166	0.41955671447196874
8182	chr6	ZDHHC14	+	157672723	157678157	157677331	0.6168125975072428	-0.0893650124010307	0.0893650124010307	2.274818401937046	3.777239709443099	26.514322916666668	18.655381944444443
8183	chr6	ZFAND3	+	38152234	38154624	38152616	0.9685239024985821	0.00556105663371842	0.00556105663371842	275.89940239043824	373.8097609561753	526.1465968586388	730.7198952879583
8184	chr6	ZKSCAN3	+	28365425	28369172	28366552	0.29533674531557114	-0.15162604232825577	0.15162604232825577	7.96412213740458	29.836641221374045	26.243123336291042	47.77284826974269
8185	chr6	ZKSCAN4	-	28241696	28245975	28242381	0.5669794102307256	0.08900201292463476	0.08900201292463476	2.68029197080292	0.8189781021897811	18.483583750695605	20.93767390094602
8186	chr6	ZKSCAN8	+	28153055	28159460	28156235	0.5702774207922036	0.07807871371731989	0.07807871371731989	48.048062015503874	58.733643410852714	29.078930817610058	49.05534591194968
8187	chr6	ZNF165	+	28088562	28089563	28088852	0.445362761107877	-0.34844855520322204	0.34844855520322204	1.8565400843881856	6.925457102672293	2.8172413793103446	2.362068965517241
8188	chr6	ZNF184	-	27450746	27453289	27453066	0.28222047736419287	0.2667843232449196	0.2667843232449196	9.673275862068966	7.145689655172414	5.982062780269057	13.206278026905828
8189	chr6	ZNF292	+	87254649	87265943	87258103	0.42015373263500455	-0.16932791364976413	0.16932791364976413	12.85484693877551	17.857397959183672	17.496815286624205	12.263462651997685
8190	chr6	ZNF318	-	43336069	43340502	43336870	0.10194582152715165	-0.13553060449908683	0.13553060449908683	46.41323345817728	88.10861423220973	58.24944933920704	64.06883259911893
8191	chr6	ZNF322	-	26634382	26638728	26637315	0.9873398951306867	0.015538608585666469	0.015538608585666469	23.49744289123764	28.113535629048755	24.195329087048833	30.8067940552017
8192	chr6	ZNF391	+	27400292	27403908	27401709	0.20566149881197562	-0.17212918288596246	0.17212918288596246	13.88949522510232	33.271032287403365	28.9788285109386	33.78969654199012
8193	chr6	ZNF451	+	57100602	57109716	57106940	0.24972184130144034	-0.22837058968917157	0.22837058968917157	7.688040345821325	14.375720461095101	17.442568633638373	12.530293467970969
8194	chr6	ZNF451	+	57168422	57170305	57169084	0.2314990871538339	-0.12772445358508078	0.12772445358508078	52.65765765765766	52.547911547911546	42.76888217522659	24.780966767371602
8195	chr6	ZSCAN16	+	28129371	28130082	28129942	0.8817341670436836	0.033352938574360835	0.033352938574360835	10.707142857142857	13.7	43.62346760070052	69.97898423817864
8196	chr6	ZSCAN26	+	28276194	28278204	28277513	0.941518815913797	-0.022815534721644493	0.022815534721644493	30.228654124457307	45.86685962373372	59.52994692949204	81.68536770280515
8197	chr6	ZSCAN31	-	28324736	28326854	28325834	0.29238068000861867	-0.28995811288571066	0.28995811288571066	1.830601092896175	6.885245901639344	9.41078431372549	8.320588235294117
8198	chr6	ZSCAN9	+	28227689	28229256	28227903	0.7578848853702538	0.046821993840094056	0.046821993840094056	46.96082779009608	66.81226903178123	54.4392523364486	93.67757009345794
8199	chr7	AASS	-	122073548	122076607	122074718	0.5357364083930257	-0.16343392627686465	0.16343392627686465	17.115384615384617	9.954700854700855	22.14716781365802	6.6543144520910555
8200	chr7	ABCB8	+	151045208	151047782	151045489	0.9005675697169448	-0.025871857500582296	0.025871857500582296	9.485826428259921	11.369821194941125	65.66903914590748	63.38790035587189
8201	chr7	ABCF2	-	151211483	151214191	151213525	0.4882714447917188	0.017350580018159464	0.017350580018159464	77.0303623898139	45.582272282076396	777.8798798798799	580.9534534534534
8202	chr7	ACTR3B	+	152854457	152855378	152855137	0.6680299271681678	-0.042108414085284845	0.042108414085284845	49.27800829875519	42.34854771784232	156.58676470588236	108.10147058823527
8203	chr7	ACTR3C	-	149881359	149889005	149886149	0.8224637061993696	0.1520256264076829	0.1520256264076829	2.8993736951983298	3.8839248434237996	3.124649859943977	7.9114145658263295
8204	chr7	ADAM22	+	88196470	88202889	88198518	0.4708633245661601	0.15393868008003242	0.15393868008003242	10.783344772363304	10.54335392358728	13.44384765625	25.668945312499996
8205	chr7	ADCY1	+	45713692	45723116	45719752	0.9292477893799134	0.29137261674790516	0.29137261674790516	0.343935790725327	0.3641498216409037	0.2524752475247525	0.9122112211221122
8206	chr7	AGBL3	+	135010041	135012511	135010541	0.6170816174577858	0.3169811584684937	0.3169811584684937	0.46598984771573604	0.20710659898477157	0.8160000000000001	4.246
8207	chr7	AGK	+	141650472	141650603	141650581	0.7342617409380864	-0.20087207556867448	0.20087207556867448	21.272727272727273	3.0	8.155963302752294	0.2477064220183487
8208	chr7	AGK	+	141652786	141655244	141654250	0.39485732695316583	-0.0371839240851459	0.0371839240851459	9.642857142857142	11.70824949698189	187.74385245901638	124.37636612021856
8209	chr7	AHCYL2	+	129427038	129430211	129427193	0.14499471785235638	0.13670336236162173	0.13670336236162173	50.34592445328032	65.16699801192843	32.090322580645164	72.30967741935484
8210	chr7	AHR	+	17342920	17346147	17342965	0.00028133994722152075	-0.12350767111611988	0.12350767111611988	194.81615336266498	162.2027027027027	458.04444444444437	222.2444444444444
8211	chr7	AKAP9	+	92110121	92110673	92110410	0.5290214332824097	-0.14173832452803556	0.14173832452803556	3.9657794676806084	23.326996197718632	14.00346020761246	41.03460207612457
8212	chr7	ALKBH4	-	102456237	102457981	102456547	0.9780821166839921	-0.01326317925117848	0.01326317925117848	24.887096774193548	26.083870967741934	72.66666666666667	71.10808926080892
8213	chr7	AMZ1	+	2712329	2719683	2715875	0.8564046085237399	0.3084853967317709	0.3084853967317709	0.7767857142857143	2.2809873949579833	0.20135363790186123	2.415679639029893
8214	chr7	AMZ1	+	2724480	2727064	2726329	0.7051075688533726	0.10169274940946665	0.10169274940946665	9.718367346938775	16.447619047619046	12.876149269875606	33.63223363980531
8215	chr7	AMZ1	+	2731020	2733682	2732798	0.4972334007868452	-0.024324866883688165	0.024324866883688165	12.630090497737557	16.823529411764707	261.6456692913386	222.23622047244095
8216	chr7	ANKIB1	+	92398211	92401383	92399216	0.6324618764388118	0.05056602680316069	0.05056602680316069	76.23165666820489	67.50392247346562	97.5044776119403	106.38009950248758
8217	chr7	ANKMY2	-	16599778	16600945	16600329	0.50233126734534	-0.06657016184886733	0.06657016184886733	56.54627949183303	89.85480943738656	76.9318181818182	93.44480519480521
8218	chr7	ANKRD61	+	6035443	6036552	6036233	0.7198396868106548	-0.08350079374209252	0.08350079374209252	19.642633228840126	39.72727272727273	15.42025316455696	21.98860759493671
8219	chr7	ANKRD7	+	118239908	118242732	118240544	0.9067518784289048	0.2631586187288437	0.2631586187288437	0.7929616087751371	0.5351919561243145	0.5047169811320756	1.0031446540880502
8220	chr7	ANLN	+	36452476	36453791	36453392	0.9962316803074388	0.0021795636843284782	0.0021795636843284782	513.4511278195489	327.2155388471178	504.71724890829694	324.4661572052401
8221	chr7	AP4M1	+	100106657	100109039	100107971	0.9829475552016114	-0.006486122153177509	0.006486122153177509	144.4578651685393	137.60861423220973	249.63165905631658	231.26864535768647
8222	chr7	AP5Z1	+	4791114	4794397	4793273	0.03755645220918398	-0.13051725731211372	0.13051725731211372	51.256227758007114	171.2482206405694	83.41963872163036	163.80546549328392
8223	chr7	ARL4A	+	12688165	12690958	12690466	0.23105837395136664	-0.0514364171427622	0.0514364171427622	5.221544715447155	7.59349593495935	146.63320295523684	80.88657105606258
8224	chr7	ARMC10	+	103098298	103099759	103099166	0.4680730989537939	0.04953573394731681	0.04953573394731681	82.49747048903879	74.22765598650928	170.31912442396313	193.95737327188942
8225	chr7	ASL	+	66092767	66093576	66093344	0.407104988601268	0.061366695537205376	0.061366695537205376	3.7456896551724137	3.0948275862068964	33.97573656845754	78.49393414211438
8226	chr7	ASNS	-	97851676	97852468	97852144	0.9924590515849222	-0.001822693738288219	0.001822693738288219	8.649572649572649	5.3760683760683765	318.3611111111111	184.7716049382716
8227	chr7	ATXN7L1	-	105604771	105607893	105606800	0.38470006828520853	-0.1878872100888605	0.1878872100888605	12.655495317890587	16.70133070478068	15.111619396157366	9.246111619396157
8228	chr7	ATXN7L1	-	105760189	105761463	105760391	0.7497245308248306	0.12155417857602502	0.12155417857602502	10.509900990099009	13.262376237623762	2.9617537313432827	6.875
8229	chr7	AUTS2	+	70290367	70294239	70292642	0.5528291073144077	0.49146072180988526	0.49146072180988526	1.5322479649342517	0.0	1.5854945054945053	1.6342857142857143
8230	chr7	AUTS2	+	70789747	70793506	70792457	0.9062018731257903	-0.024876184619155528	0.024876184619155528	37.1258341277407	38.52335557673975	96.97712177121771	89.15498154981549
8231	chr7	AVL9	+	32583791	32588726	32585573	0.22193902910184352	-0.086917664024449	0.086917664024449	86.61592134475103	145.29495718363464	78.27497194163863	92.03367003367003
8232	chr7	BAZ1B	-	73440405	73442553	73441531	0.3068891090405385	-0.04677767677528	0.04677767677528	314.3641207815275	322.27886323268206	197.0088062622309	164.89823874755382
8233	chr7	BBS9	+	33605194	33606069	33605614	0.8850478428607631	0.02420681399910743	0.02420681399910743	1.9868131868131869	1.8395604395604395	29.73095238095238	46.023809523809526
8234	chr7	BCAP29	+	107618327	107620478	107618643	0.6625254616130055	-0.03697893887878939	0.03697893887878939	70.2991825613079	81.44359673024523	179.6360759493671	174.46835443037975
8235	chr7	BCAP29	+	107621629	107623317	107621854	0.862640323332937	-0.03154915995994648	0.03154915995994648	35.73205741626794	18.994531784005467	128.73333333333332	57.34666666666666
8236	chr7	BET1	-	93993244	93994385	93994240	0.040748264782279255	0.07431356421124613	0.07431356421124613	197.01706827309238	245.84738955823292	260.02758620689656	443.2758620689655
8237	chr7	BMPER	+	34153091	34156427	34155855	0.5382172830170249	-0.02326154957214476	0.02326154957214476	1.1590909090909092	8.316433566433567	89.955499276411	222.80607814761217
8238	chr7	BMT2	-	112819146	112822373	112820645	0.7789156076310588	0.07517417872913257	0.07517417872913257	28.6184122748499	21.958639092728486	17.3755787037037	18.181712962962965
8239	chr7	BRAF	-	140719336	140726516	140724006	0.6325585609829428	0.08975895454074867	0.08975895454074867	24.676659528907923	31.066381156316915	22.306772908366536	40.274900398406366
8240	chr7	BRAF	-	140730664	140734770	140734549	0.3967876864116542	0.0669171216949806	0.0669171216949806	4.11042471042471	2.9696267696267697	33.886877828054295	69.00452488687783
8241	chr7	BRI3	+	98291110	98291545	98291446	0.006345891707737419	0.03068722459065759	0.03068722459065759	1712.8989898989898	2784.878787878788	2345.595238095238	4330.919642857143
8242	chr7	BZW2	+	16706059	16706517	16706363	0.050670387789457365	0.03723330860365487	0.03723330860365487	440.57142857142856	344.3636363636364	1232.375	1178.5789473684208
8243	chr7	C1GALT1	+	7243523	7248616	7244097	0.41662567298982267	0.031225979106082324	0.031225979106082324	56.70258906837796	50.915468023899095	327.3327526132404	386.4146341463415
8244	chr7	C7orf25	-	42909272	42910921	42910722	0.013560926335545866	-0.11493173911789373	0.11493173911789373	146.6696551724138	180.27310344827586	182.73869346733665	141.53768844221108
8245	chr7	C7orf50	-	1111454	1112703	1112628	0.8883826932064095	-0.0882327790839148	0.0882327790839148	11.491482112436115	7.142248722316865	4.493333333333334	1.706666666666666
8246	chr7	CACNA2D1	-	81946443	81950508	81950472	0.05966986251099187	-0.29743365504177616	0.29743365504177616	19.072474559444032	19.474807644576817	20.611111111111114	5.555555555555554
8247	chr7	CALD1	+	134968339	134970729	134969331	0.7389252349428281	0.02206670470751626	0.02206670470751626	288.0758226037196	423.84549356223175	219.51008064516128	353.1764112903226
8248	chr7	CALU	+	128769062	128773400	128771461	1.5049908109383683e-07	0.04518823964175473	0.04518823964175473	202.1707065497679	71.73439917483239	2110.1496456857026	1626.3734889537307
8249	chr7	CAPZA2	+	116917726	116922049	116920265	0.2023483208372442	-0.020319858655512273	0.020319858655512273	0.8251121076233184	5.345291479820628	212.23670736510437	215.60299330445056
8250	chr7	CASD1	+	94555491	94557019	94556758	0.40275154241542815	-0.08476908887204987	0.08476908887204987	22.28735632183908	49.37547892720306	64.3733228097869	95.01894238358327
8251	chr7	CASP2	+	143294279	143307696	143297791	0.37461497166762814	0.07740489625060787	0.07740489625060787	97.18838970217062	78.80403836446239	21.825455580865608	27.801822323462417
8252	chr7	CAV1	+	116558945	116561185	116560574	1.763261163593779e-05	-0.031039002352236333	0.031039002352236333	7453.9967266775775	5814.5826513911625	5467.468385512585	3750.3179864947824
8253	chr7	CAV2	+	116505970	116508541	116506920	1.6614122353980524e-05	0.05688551208911957	0.05688551208911957	498.6724244293646	233.64589759407772	2002.201052631579	1405.8157894736842
8254	chr7	CBLL1	+	107758142	107761667	107760658	0.014044210597112602	-0.15353761221363252	0.15353761221363252	34.823587710604556	63.36967294350843	114.13712241653417	100.24324324324326
8255	chr7	CBX3	+	26211661	26213607	26212479	8.810539032659129e-05	-0.0624736575776228	0.0624736575776228	674.3351063829788	1126.6968085106382	1258.833740831296	1612.6760391198045
8256	chr7	CCDC126	+	23642930	23644708	23643086	0.05847060405080393	-0.15679404951417025	0.15679404951417025	34.47595561035758	36.31319358816276	93.66666666666669	48.96153846153845
8257	chr7	CCDC136	+	128817757	128822130	128821025	0.8746613773938485	-0.12087066721570416	0.12087066721570416	3.616289592760181	8.504072398190045	2.5501835985312122	3.518971848225215
8258	chr7	CCDC71L	-	106654359	106661158	106655823	0.6361290928874461	-0.0472214014205804	0.0472214014205804	0.0	1.6229508196721312	18.571508903467667	32.74601686972821
8259	chr7	CCT6A	+	56063012	56063989	56063387	0.7752660080128053	-0.008200864715971867	0.008200864715971867	716.7591362126246	576.2823920265781	2390.210666666667	1836.0026666666668
8260	chr7	CCZ1	+	5925631	5926550	5925956	0.9552775912972236	-0.003036100752109635	0.003036100752109635	18.415824915824917	15.666666666666666	635.4923076923077	486.48923076923074
8261	chr7	CCZ1B	-	6798936	6799279	6799033	5.468002171447078e-05	-0.09602302987614203	0.09602302987614203	371.7113402061856	396.62886597938143	733.8333333333334	520.9674796747968
8262	chr7	CD36	+	80673982	80679274	80674144	0.7079178411834397	0.9134615384615384	0.9134615384615384	0.24853801169590642	0.05964912280701754	0.0	0.6296296296296297
8263	chr7	CDC14C	+	48924546	48927454	48924909	0.9314852896609178	0.11217017466307794	0.11217017466307794	2.179567779960707	1.8388998035363457	2.8071625344352613	3.8209366391184574
8264	chr7	CDCA7L	-	21900898	21902352	21901646	0.7264564147102347	-0.02281185168477512	0.02281185168477512	221.62299465240642	365.2446524064171	277.73937677053823	417.4943342776204
8265	chr7	CDHR3	+	106032392	106036432	106035110	0.9611314963381624	0.11603237553848203	0.11603237553848203	0.3857791225416036	0.45385779122541603	1.0117733627667402	2.382634289919058
8266	chr7	CDK13	+	40094129	40099580	40095515	0.9605839070436595	0.0094320644351064	0.0094320644351064	14.515621156211562	15.952521525215252	128.8196248196248	157.74963924963924
8267	chr7	CDK14	+	91118064	91210590	91186440	0.9808188494036708	0.13109451984763976	0.13109451984763976	0.32923395445134573	0.3495238095238095	0.005967005967005945	0.06114718614718612
8268	chr7	CDK6	-	92604920	92615286	92612051	0.4536827063905092	-0.0693532891012143	0.0693532891012143	114.12901416351143	83.00883466554481	87.61421947449769	47.699845440494585
8269	chr7	CEP41	-	130393770	130399039	130397648	0.6375020387016842	0.04748249244072836	0.04748249244072836	48.432955131511086	36.974729241877256	116.84040258806615	113.59525521207765
8270	chr7	CEP41	-	130419033	130422007	130421210	0.7822872807422947	-0.10273777303145903	0.10273777303145903	1.9706017455213596	4.333945796968305	11.457967377666247	13.037641154328735
8271	chr7	CHCHD3	-	132784869	132785660	132785385	0.0435086000409895	0.04416693829180146	0.04416693829180146	761.8255813953489	540.1608527131783	1002.8436363636364	853.6472727272727
8272	chr7	CHN2	+	29512563	29514328	29512800	0.9390568789421195	0.1671689644116704	0.1671689644116704	0.6047120418848168	0.0	3.0126582278481013	0.6455696202531646
8273	chr7	CHST12	+	2432562	2448484	2443990	0.05802496083752216	-0.16551774053948956	0.16551774053948956	4.010903426791277	13.415442812639075	50.38965698284915	42.65820791039552
8274	chr7	CLDN12	+	90412643	90415954	90413590	0.6311961785388898	0.04622756466912792	0.04622756466912792	86.27707275803722	116.14890016920474	92.28088701161563	149.66209081309398
8275	chr7	CNOT4	-	135387069	135388894	135387929	0.5381846001994754	0.21919545366863816	0.21919545366863816	0.9104651162790698	0.05232558139534884	3.073575129533679	5.55440414507772
8276	chr7	COA1	-	43646471	43647634	43647071	0.16592466449586	-0.08922920386582006	0.08922920386582006	19.505	24.01	129.95914742451154	85.26110124333925
8277	chr7	COG5	-	107201371	107203630	107202984	0.000277487607310554	-0.21258368300170516	0.21258368300170516	64.27092374457533	175.1053936763794	57.128482972136226	60.88544891640868
8278	chr7	COG5	-	107206634	107210605	107207610	0.7652890588891683	0.15308743475741468	0.15308743475741468	3.394467213114754	2.3514344262295084	5.517195325542571	7.970283806343907
8279	chr7	COL1A2	+	94430246	94431227	94430688	2.0253182345244794e-09	0.0557120795609565	0.0557120795609565	518.5769944341373	123.48237476808906	3628.2579185520362	1657.3009049773755
8280	chr7	COPG2	-	130506237	130506806	130506556	0.9535307562964607	0.010442265062139244	0.010442265062139244	60.93416927899686	75.35109717868339	206.26	270.916
8281	chr7	COPS6	+	100091648	100092187	100091886	0.6117065911633608	0.016689246043805173	0.016689246043805173	445.2990033222591	285.19601328903656	1226.079831932773	856.7899159663866
8282	chr7	COX19	-	964851	969456	966957	0.5631325831354514	-0.064055098121202	0.064055098121202	10.935897435897436	21.947768281101613	61.99519807923169	80.61024409763905
8283	chr7	CPSF4	+	99456431	99457373	99456853	0.7847549572131981	-0.024883120707777817	0.024883120707777817	198.24807692307692	197.63846153846154	203.68009478672982	183.81042654028434
8284	chr7	CREB3L2	-	137874978	137880551	137876042	0.9183800902571472	-0.021103647934280212	0.021103647934280212	91.4407894736842	118.71804511278195	79.09048569527612	94.29984475493457
8285	chr7	CREB5	+	28819115	28825894	28823885	0.3852002815248914	-0.15532589943362385	0.15532589943362385	18.862120457939273	26.435042309606768	18.00293501048218	13.198951781970653
8286	chr7	CROT	+	87359205	87360054	87359753	0.000693756834663666	0.4136028245796463	0.4136028245796463	25.93687707641196	0.3388704318936877	34.82664233576642	25.24270072992701
8287	chr7	CROT	+	87398523	87399794	87398688	0.26115380880255623	-0.15474024380204154	0.15474024380204154	26.72875226039783	39.88969258589512	17.103030303030305	12.284848484848482
8288	chr7	CRPPA	-	16087524	16091799	16091519	0.7971880318584722	0.08788115895028492	0.08788115895028492	6.952190237797247	10.457071339173968	11.942857142857143	26.882142857142856
8289	chr7	CTAGE15	+	143571800	143574387	143572889	0.9994948076220291	-0.048442592790503614	0.048442592790503614	0.3104138851802403	0.0540720961281709	0.46280991735537186	0.06611570247933884
8290	chr7	CTAGE4	+	144183465	144186080	144184575	0.9999967979857487	0.006514828312279675	0.006514828312279675	0.32691029900332225	0.017940199335548173	0.38378378378378375	0.021621621621621626
8291	chr7	CTAGE8	-	144266673	144269288	144268181	0.9997339623696266	0.045574107933646024	0.045574107933646024	0.19230769230769232	0.03978779840848806	0.15266485998193316	0.037940379403794036
8292	chr7	CUL1	+	148800501	148801110	148801013	0.5884346597126053	-0.032568751066354595	0.032568751066354595	211.05154639175257	182.51546391752578	331.234375	250.234375
8293	chr7	CUX1	+	102248411	102258233	102249710	0.4901919244251238	0.10423863638375175	0.10423863638375175	37.78235363135046	37.51296491845594	9.866050808314085	16.956120092378754
8294	chr7	CYCS	-	25118655	25123849	25120396	0.026798091574593116	-0.04389933633429631	0.04389933633429631	23.42102240091901	20.04767375071798	604.8841587025775	226.91833188531712
8295	chr7	CYP3A5	-	99667823	99671878	99669689	0.20304446861333686	-0.5112478943447285	0.5112478943447285	0.770096463022508	3.484994640943194	5.213339424394701	1.960712654179991
8296	chr7	CYP51A1	-	92112152	92113843	92113279	0.011685296673850026	-0.05777833560251311	0.05777833560251311	524.73735581189	695.776397515528	703.6453900709218	738.9450354609929
8297	chr7	CYREN	-	135092308	135094582	135093658	0.6615754133264937	-0.17743335370212793	0.17743335370212793	3.0548148148148146	5.14	8.840909090909092	6.696969696969696
8298	chr7	CYREN	-	135165784	135167807	135166911	0.37684707552113755	0.031439966573021394	0.031439966573021394	343.1960958296362	242.08518189884649	27.1875	28.353794642857167
8299	chr7	CYTH3	-	6161778	6165016	6164951	0.06348527711823033	-0.09410747125651059	0.09410747125651059	117.11471793255595	255.74755751654587	120.69230769230768	180.24615384615387
8300	chr7	DBF4	+	87907187	87909553	87907194	0.20734027667657504	-0.0888760327431769	0.0888760327431769	119.18651971174226	61.480712166172104	204.85714285714283	73.14285714285714
8301	chr7	DBNL	+	44060776	44069456	44066464	0.11963002691146746	-0.09703393795365978	0.09703393795365978	27.390040106951872	49.961564171122994	122.11849507735583	128.3233122362869
8302	chr7	DENND11	-	141656727	141662851	141658975	0.9651575597720012	-0.020794811748739983	0.020794811748739983	45.794928825622776	51.39012455516014	25.86919504643963	26.495356037151694
8303	chr7	DENND2A	-	140518419	140518738	140518732	0.02682145050027121	-0.09638605529328437	0.09638605529328437	215.14376996805112	246.46006389776358	134.5	99.83333333333331
8304	chr7	DENND2A	-	140543567	140544766	140543896	0.007231153963255057	0.20909900940904386	0.20909900940904386	26.48328267477204	6.331306990881459	60.668965517241375	60.472413793103456
8305	chr7	DGKB	-	14145048	14149238	14148552	0.9927391537297432	0.03457306772954624	0.03457306772954624	0.02910958904109589	0.05707762557077625	0.446064139941691	2.0816326530612246
8306	chr7	DGKI	-	137381036	137391336	137383760	0.6427079565188543	-0.5074501936231413	0.5074501936231413	0.11233480176211454	1.6850220264317182	1.1034846884899683	1.1240760295670538
8307	chr7	DLD	+	107919193	107921198	107920731	0.3500622693918471	0.07898649483032008	0.07898649483032008	24.43254817987152	10.036402569593148	95.25422626788037	70.15799739921977
8308	chr7	DLX6	+	97009795	97011040	97010780	0.46856912048645105	-0.4687327053816449	0.4687327053816449	0.08461538461538462	8.007692307692308	1.8416243654822335	7.612182741116751
8309	chr7	DMTF1	+	87195030	87196325	87195727	0.8243022710377357	0.02958369748499512	0.02958369748499512	94.21070234113712	168.25083612040135	73.51649928263988	147.94691535150645
8310	chr7	DNAAF5	+	785516	786475	785897	0.1265299039145242	-0.041712423292006806	0.041712423292006806	462.9031141868512	545.9515570934255	664.8293963254592	661.4120734908137
8311	chr7	DNAH11	+	21901006	21901839	21901673	0.3473679431161329	0.04339029567195618	0.04339029567195618	204.06024096385542	283.0903614457831	248.9910044977511	412.424287856072
8312	chr7	DNAJB6	+	157385540	157386324	157385902	0.03743266998932761	-0.04855449061735134	0.04855449061735134	372.26777251184836	385.07109004739334	905.5027624309394	747.8370165745856
8313	chr7	DNAJB9	+	108572898	108574850	108573483	0.9269181376478727	0.020530448040986027	0.020530448040986027	38.43379663496708	92.03584491587418	72.66324786324786	190.78803418803415
8314	chr7	DNAJC2	-	103312288	103312643	103312537	0.10253328540598218	-0.07656009353035231	0.07656009353035231	214.27710843373495	236.02409638554218	161.9528301886793	129.2830188679245
8315	chr7	DOCK4	-	111726109	111728720	111726763	0.057997358884762075	0.3581556193782433	0.3581556193782433	7.799694189602446	0.41284403669724773	12.292284108329076	13.328564128768523
8316	chr7	DPY19L1	-	34928880	34931729	34929762	0.44049288916281804	-0.042009615250933496	0.042009615250933496	280.5283446712018	263.24603174603175	190.10879511947127	149.31977630910018
8317	chr7	DUS4L	+	107577312	107578523	107578086	0.03827493373552068	0.16152964317447976	0.16152964317447976	24.491990846681922	18.558352402745996	50.00904392764857	92.4250645994832
8318	chr7	DUS4L-BCAP29	+	107618327	107623317	107620497	0.007733564541764473	0.17599469912377858	0.17599469912377858	45.31631205673759	19.22872340425532	85.97788018433178	94.44562211981567
8319	chr7	EEPD1	+	36299006	36301538	36300941	0.009065353075509661	0.27560291492918665	0.27560291492918665	29.09212730318258	5.467336683417085	42.37105943152456	36.11266149870801
