	Chrom	Gene	Strand	Start	End	Positions
7891	chr14	PPP2R5C	+	101925140	101927992	[101927725, 101927306, 101927487]
7892	chr14	AREL1	-	74661255	74663822	[74661261]
7893	chr14	ACTN1	-	68874127	68875146	[68874161, 68874612]
7894	chr14	SRP54	+	35029060	35029567	[35029552, 35029178, 35029459, 35029350]
7895	chr14	GSKIP	+	96385522	96387290	[96387258, 96386918]
7896	chr14	C14orf28	+	44905366	44907257	[44905793]
7897	chr14	CCDC88C	-	91271322	91273653	[91271324, 91271528]
7898	chr14	RDH11	-	67676799	67678423	[67677370, 67676832, 67677474]
7899	chr14	PRPF39	+	45114856	45116282	[45116252, 45115577, 45116096]
7900	chr14	ARG2	+	67650714	67651708	[67651398]
7901	chr14	FAM177A1	+	35081021	35083383	[35083364, 35081680, 35081192]
7902	chr14	CDC42BPB	-	102932379	102933843	[102932533, 102932400]
7903	chr14	PARP2	+	20357637	20357904	[20357903, 20357722]
7904	chr14	TMEM121	+	105528721	105530198	[105530196]
7905	chr14	HSPA2	+	64540740	64543237	[64543206]
7906	chr14	TECPR2	+	102498102	102502477	[102500173, 102500067, 102501931, 102502464]
7907	chr14	NPC2	-	74479934	74480779	[74479943, 74480269, 74480702]
7908	chr14	INF2	+	104703915	104704809	[104704669, 104704802]
7909	chr14	INF2	+	104715283	104722535	[104719291, 104719539]
7910	chr14	THTPA	+	23558694	23560271	[23559689]
7911	chr14	PSMC6	+	52727498	52728590	[52727992, 52727667]
7912	chr14	CHURC1	+	64932137	64935368	[64935338, 64932366, 64934317, 64932648, 64932776]
7913	chr14	DEGS2	-	100143956	100146907	[100144126, 100143978]
7914	chr14	NPAS3	+	33799733	33804173	[33802329]
7915	chr14	NDUFB1	-	92116122	92116229	[92116125]
7916	chr14	DDX24	-	94048286	94051462	[94048800, 94050931]
7917	chr14	HIF1A	+	61746933	61748258	[61748257, 61747852, 61748011]
7918	chr14	TTC5	-	20286226	20289746	[20289156, 20286235]
7919	chr14	TDP1	+	90043069	90044764	[90044753, 90043267]
7920	chr14	TMED10	-	75131468	75135006	[75131468, 75131739, 75131623, 75134168]
7921	chr14	ACTR10	+	58234369	58235636	[58234596, 58234800, 58235625]
7922	chr14	FRMD6	+	51727744	51730727	[51730723, 51730144, 51730633, 51730006, 51729846, 51730333]
7923	chr14	SLC7A8	-	23125294	23127343	[23125298]
7924	chr14	LGMN	-	92703808	92704361	[92703810]
7925	chr14	KHNYN	+	24437035	24441843	[24438361, 24439925, 24441331]
7926	chr14	CRIP2	+	105479585	105480162	[105480157]
7927	chr14	FOXN3	-	89156176	89162969	[89161392, 89156239, 89161228, 89161630, 89156647]
7928	chr14	PSEN1	+	73219133	73223691	[73223630, 73220351]
7929	chr14	NEDD8	-	24216856	24217223	[24216857]
7930	chr14	DLST	+	74902195	74903743	[74903740]
7931	chr14	TMED8	-	77335020	77341988	[77335026, 77335342, 77337397]
7932	chr14	TEDC1	+	105498616	105499248	[105499236]
7933	chr14	FOS	+	75280782	75282230	[75282135]
7934	chr14	SYNJ2BP-COX16	-	70325080	70326449	[70326092, 70326337]
7935	chr14	LYSET	+	93186259	93188463	[93186862]
7936	chrX	SCML1	+	17753257	17754985	[17754634, 17754983, 17753412, 17753623]
7937	chrX	TRO	+	54928602	54931431	[54931031, 54931269, 54931429]
7938	chrX	RP2	+	46879685	46882358	[46882350, 46882183]
7939	chrX	SMIM10L2B	-	135094984	135098712	[135094992]
7940	chrX	RPL36A-HNRNPH2	+	101411935	101414133	[101414131, 101413862, 101412482]
7941	chrX	IDH3G	-	153785767	153786272	[153785774]
7942	chrX	IL13RA1	+	118791761	118794533	[118794532, 118792200, 118792332]
7943	chrX	THOC2	-	123600568	123610963	[123600921, 123600575, 123601897, 123600792]
7944	chrX	PGAM4	-	77967948	77969638	[77968181, 77968090]
7945	chrX	ELK1	-	47635519	47637052	[47635532, 47635841]
7946	chrX	LAGE3	-	154477774	154478058	[154477774]
7947	chrX	MAGEE1	+	76427709	76431342	[76431327, 76431100]
7948	chrX	RPA4	+	96883907	96885467	[96885465]
7949	chrX	TIMP1	+	47586520	47586789	[47586788]
7950	chrX	SLC35A2	-	48903182	48905482	[48903539, 48903878]
7951	chrX	RBM41	-	107061884	107067693	[107064423, 107065376, 107062951, 107061905, 107067332, 107067192, 107066491, 107063918, 107066695, 107066268]
7952	chrX	ZBTB33	+	120253413	120258398	[120258388]
7953	chrX	ATP6AP2	+	40605560	40606848	[40606637, 40605873]
7954	chrX	COL4A6	-	108155613	108157260	[108155773]
7955	chrX	CXorf38	-	40626920	40630773	[40626944, 40629030]
7956	chrX	RBM3	+	48577025	48581162	[48581161, 48578110, 48578525]
7957	chrX	UTP14A	+	129929335	129929752	[129929751]
7958	chrX	TCEAL9	+	103357614	103358462	[103358454]
7959	chrX	UXT	-	47651795	47651895	[47651797]
7960	chrX	USP51	-	55484615	55488988	[55484626]
7961	chrX	CD99L2	-	150766335	150769101	[150766338]
7962	chrX	SPIN4	-	63347227	63351332	[63347230, 63347440, 63349059]
7963	chrX	WDR45	-	49074441	49074912	[49074443, 49074656]
7964	chrX	PGK1	+	78125789	78129295	[78126267, 78126938, 78126817, 78125910, 78129168, 78129288]
7965	chrX	PRAF2	-	49071160	49072008	[49071163]
7966	chrX	DLG3	+	70502162	70505490	[70505444]
7967	chrX	PQBP1	+	48902927	48903143	[48903141]
7968	chrX	SAT1	+	23785685	23786210	[23786203]
7969	chrX	MOSPD1	-	134887631	134889192	[134887631, 134887873]
7970	chrX	OCRL	+	129590145	129592556	[129592553, 129592258]
7971	chrX	TMEM185A	-	149596555	149598255	[149596568, 149596701]
7972	chrX	TMEM185A	-	149603705	149604070	[149603717]
7973	chrX	VAMP7	+	155941882	155943769	[155943744]
7974	chrX	PRDX4	+	23686284	23686397	[23686394]
7975	chrX	BCOR	-	40051245	40052400	[40051269, 40051561, 40051809]
7976	chrX	ATP7A	+	78046293	78050395	[78049912]
7977	chrX	ZNF280C	-	130202706	130204992	[130202737]
7978	chrX	TBC1D25	+	48559613	48562609	[48562582, 48561193]
7979	chrX	NKAP	-	119920671	119925394	[119923305, 119925299]
7980	chrX	WDR13	+	48604847	48608869	[48608867, 48605183]
7981	chrX	SRPX	-	38149338	38149894	[38149363]
7982	chrX	BCORL1	+	130055853	130058071	[130058070, 130057645, 130056712]
7983	chrX	ZNF674	-	46497724	46501335	[46497728]
7984	chrX	TSR2	+	54444415	54448032	[54445576, 54447993, 54445289, 54445689, 54445052, 54445458]
7985	chrX	ARMCX5	+	102601879	102604159	[102604153]
7986	chrX	PRPS2	+	12822703	12824222	[12824216]
7987	chrX	TAF1	+	71463823	71466005	[71466003, 71464689, 71465807, 71463902]
7988	chrX	BCAP31	-	153700491	153700975	[153700497]
7989	chrX	TSC22D3	-	107713220	107714749	[107713277]
7990	chrX	ZNF711	+	85270650	85273357	[85273341]
7991	chrX	RAB9A	+	13708720	13710504	[13709793, 13709675]
7992	chrX	LOC127933115	+	23783277	23783367	[23783366]
7993	chrX	CCDC22	+	49250147	49250520	[49250519]
7994	chrX	HUWE1	-	53532095	53533411	[53532754, 53533193, 53533273, 53532127]
7995	chrX	EFNB1	+	68840241	68842160	[68842122]
7996	chrX	IKBKG	+	154564318	154565046	[154565037]
7997	chrX	TAFAZZIN	+	154420902	154421726	[154421725]
7998	chrX	OFD1	+	13769065	13769357	[13769256]
7999	chrX	JADE3	+	47058166	47061242	[47061228, 47061071]
8000	chrX	ZRSR2	+	15822730	15823260	[15823259]
8001	chrX	ZNF182	-	47974850	47977797	[47974871, 47975563]
8002	chrX	LRCH2	-	115110615	115113335	[115110635, 115110765]
8003	chrX	PORCN	+	48520374	48520814	[48520797]
8004	chrX	GPRASP3	+	102748698	102753540	[102752347, 102753327]
8005	chrX	MECP2	-	154021572	154031450	[154024747, 154023209, 154030263, 154021614]
8006	chrX	HMGB3	+	150987776	150990771	[150988619, 150990770, 150988766, 150988171, 150987971, 150988330, 150989793]
8007	chrX	FAM3A	-	154506170	154506906	[154506176]
8008	chrX	POLA1	+	24995804	24996986	[24996969]
8009	chrX	ATRX	-	77504879	77508629	[77506647, 77506918, 77505623]
8010	chrX	PRKX	-	3604339	3612325	[3604388, 3607852, 3609874]
8011	chrX	AMMECR1	-	110194185	110198634	[110194188, 110196400]
8012	chrX	SLITRK2	+	145822382	145829856	[145825838]
8013	chrX	DKC1	+	154774601	154777689	[154777684, 154776220, 154777029, 154774940]
8014	chrX	ZMYM3	-	71239623	71241108	[71239627]
8015	chrX	ZMYM3	-	71249203	71249679	[71249213, 71249337]
8016	chrX	CCNQ	-	153587924	153588454	[153587926]
8017	chrX	AIFM1	-	130129361	130137525	[130129368, 130129573]
8018	chrX	OTUD5	-	48922023	48923295	[48922633, 48922037, 48922201]
8019	chrX	ZBED1	-	2486434	2490772	[2486465, 2486616]
8020	chrX	GNL3L	+	54560519	54567289	[54565278, 54562619, 54562781, 54561393, 54565181, 54561080]
8021	chrX	CLCN5	+	50092128	50099230	[50099227]
8022	chrX	IRAK1	-	154010506	154011917	[154010517, 154011103]
8023	chrX	TCEAL8	-	103252994	103254017	[103253010, 103253156, 103253587]
8024	chrX	MID1	-	10445309	10449716	[10448134, 10445559, 10448433, 10446636]
8025	chrX	ZDHHC9	-	129803287	129806486	[129804984, 129803325, 129805350, 129805464]
8026	chrX	KRBOX4	+	46471141	46474639	[46474554, 46474390, 46474188]
8027	chrX	SNX12	-	71059246	71061118	[71059376, 71059251, 71059485]
8028	chrX	IL13RA2	-	115003981	115004106	[115003990]
8029	chrX	ZFX	+	24210192	24216255	[24216067, 24215943, 24214456, 24212195]
8030	chrX	GLA	-	101397802	101398099	[101397823]
8031	chrX	GLA	-	101400813	101401809	[101400870]
8032	chrX	USP11	+	47247792	47248328	[47247957, 47248319]
8033	chrX	RBMX	-	136869191	136872345	[136869192, 136870185, 136872268]
8034	chrX	RBMX	-	136873460	136874452	[136873460, 136874208, 136873917, 136874075, 136873656]
8035	chrX	SLC25A5	+	119470900	119471396	[119471319]
8036	chrX	IQSEC2	-	53232875	53235184	[53232877]
8037	chrX	IQSEC2	-	53266327	53267064	[53266344]
8038	chrX	EOLA1	+	149546738	149548331	[149547290, 149547043]
8039	chrX	MORC4	-	106940737	106941632	[106940751]
8040	chrX	PHKA2	-	18892297	18893655	[18892778, 18893055, 18892333]
8041	chrX	PRPS1	+	107649939	107651026	[107650075, 107651025, 107650672]
8042	chrX	YIPF6	+	68531880	68537282	[68533724, 68532611, 68534679, 68537248, 68532470, 68537091, 68535061]
8043	chrX	ARSD	-	2903971	2907632	[2904905, 2903987, 2906163, 2905072]
8044	chrX	ATG4A	+	108153641	108154671	[108154651]
8045	chrX	NAP1L3	-	93670929	93673578	[93670976]
8046	chrX	CD99	+	2740778	2741309	[2741297]
8047	chrX	MAGED2	+	54815247	54816015	[54815690, 54816014, 54815531]
8048	chrX	RLIM	-	74582975	74593061	[74585245, 74585490, 74585679, 74585892]
8049	chrX	AR	+	67723685	67730619	[67726969, 67727264, 67729852, 67729207, 67730596, 67729987, 67724180, 67730170]
8050	chrX	NUDT11	-	51490010	51491749	[51490018]
8051	chrX	ASMTL	-	1403138	1403489	[1403149]
8052	chrX	CMC4	-	155061621	155061991	[155061639]
8053	chrX	AMER1	-	64185116	64193384	[64185117]
8054	chrX	KCND1	-	48961379	48962806	[48961412]
8055	chrX	APEX2	+	55006517	55009057	[55007771, 55008571]
8056	chrX	TXLNG	+	16841427	16844519	[16844517, 16843019, 16844248]
8057	chrX	SLC6A8	+	153695073	153696593	[153695406, 153696592, 153695947, 153696273]
8058	chrX	BEX1	-	103062650	103063279	[103062677]
8059	chrX	SLC9A6	+	136044451	136047269	[136047186, 136045047]
8060	chrX	PIN4	+	72197367	72198340	[72197558]
8061	chrX	TIMM17B	-	48893446	48893817	[48893491]
8062	chrX	FUNDC1	-	44523638	44524275	[44523665]
8063	chrX	RTL8C	+	135032354	135033546	[135033545, 135033230]
8064	chrX	KDM5C	-	53192157	53193332	[53192159]
8065	chrX	HSD17B10	-	53431257	53431594	[53431262, 53431492]
8066	chrX	TCEAL1	+	103629884	103630953	[103630946, 103630492]
8067	chrX	TMSB4X	+	12976776	12977223	[12977216]
8068	chrX	HMGN5	-	81113698	81115230	[81115080, 81114710]
8069	chrX	HCCS	+	11121611	11123086	[11121875, 11123062]
8070	chrX	SLC25A43	+	119452864	119454478	[119454431]
8071	chrX	CASK	-	41514933	41520596	[41514942, 41519348, 41519581]
8072	chrX	RBM10	+	47186473	47186813	[47186812, 47186577]
8073	chrX	NDP	-	43948775	43950026	[43948793]
8074	chrX	ZXDB	+	57592010	57597477	[57597386, 57597476]
8075	chrX	HDAC8	-	72329515	72330076	[72329516]
8076	chrX	HDAC8	-	72457398	72462102	[72460166]
8077	chrX	HDAC8	-	72473415	72474729	[72473417]
8078	chrX	EBP	+	48528233	48528716	[48528714]
8079	chrX	IGBP1	+	70165832	70166324	[70166318, 70165863]
8080	chrX	DNASE1L1	-	154401235	154402841	[154401789]
8081	chrX	RTL5	-	72127109	72131915	[72127118]
8082	chrX	LAS1L	-	65512581	65512901	[65512583, 65512686]
8083	chrX	LAS1L	-	65520428	65522493	[65520512]
8084	chrX	STAG2	+	124100573	124102656	[124100883, 124102502, 124102613, 124102161]
8085	chrX	CSTF2	+	100838238	100841520	[100841180]
8086	chrX	RBBP7	-	16844340	16845103	[16844650, 16844807, 16844378]
8087	chrX	CUL4B	-	120523857	120526856	[120525957, 120524583, 120526671, 120526323, 120525058]
8088	chrX	CTPS2	-	16587998	16590862	[16588011]
8089	chrX	USP27X	+	49879483	49882558	[49882322]
8090	chrX	F8	-	154835791	154837752	[154835807]
8091	chrX	FUNDC2	+	155054594	155060304	[155055102]
8092	chrX	SH3BGRL	+	81297194	81298547	[81298546, 81297579, 81298408]
8093	chrX	NAA10	-	153929224	153930223	[153929957]
8094	chrX	FAM50A	+	154450423	154450654	[154450646]
8095	chrX	EMD	+	154380881	154381523	[154381522, 154381389]
8096	chrX	PNCK	-	153669732	153670594	[153669741]
8097	chrX	LAMP2	-	120426147	120431462	[120430894, 120426231, 120431142]
8098	chrX	LAMP2	-	120436493	120439293	[120436591, 120439126, 120436496, 120438571, 120436835, 120438922, 120437906]
8099	chrX	MTM1	+	150671427	150673143	[150673108]
8100	chrX	GABRE	-	151953123	151955084	[151953124]
8101	chrX	HCFC1	-	153947556	153949386	[153947561]
8102	chrX	TIMM8A	-	101345660	101348401	[101346195, 101346352, 101346537]
8103	chrX	VBP1	+	155238771	155239841	[155239815]
8104	chrX	DDX3X	+	41347639	41351668	[41350043, 41350245, 41349845, 41349734]
8105	chrX	XIAP	+	123906987	123913972	[123913971, 123911490, 123912283, 123912061, 123913656]
8106	chrX	ELF4	-	130063954	130067525	[130064925]
8107	chrX	AMOT	-	112774876	112778664	[112774889]
8108	chrX	DYNLT3	-	37838835	37840651	[37838886]
8109	chrX	UBA1	+	47214793	47215128	[47215127, 47214948]
8110	chrX	MAGT1	-	77825746	77829235	[77826368, 77827341, 77826673, 77829089, 77829195]
8111	chrX	PSMD10	-	108084206	108085127	[108084211]
8112	chrX	PHF8	-	53936679	53939246	[53936682, 53936972]
8113	chrX	FAM120C	-	54068323	54073287	[54068329]
8114	chrX	FOXP3	-	49250437	49251483	[49250437]
8115	chrX	SMARCA1	-	129446505	129448443	[129446505, 129446636, 129447008, 129448368]
8116	chrX	RTL8A	-	135050931	135052135	[135050933]
8117	chrX	FGD1	-	54445453	54446414	[54445453, 54445577]
8118	chrX	DIAPH2	+	97469693	97469836	[97469829]
8119	chrX	DIAPH2	+	97599252	97604997	[97604976]
8120	chrX	F8A3	-	155456913	155458620	[155456917]
8121	chrX	WDR44	+	118448892	118449961	[118449960]
8122	chrX	LDOC1	-	141173234	141177129	[141175747, 141175988]
8123	chrX	SEPTIN6	-	119615723	119625379	[119618167, 119616966, 119618383, 119615791, 119619334, 119620372]
8124	chrX	CCDC120	+	49067175	49069858	[49069835]
8125	chrX	TSPYL2	+	53087775	53088540	[53088533]
8126	chrX	GPRASP1	+	102653579	102659083	[102658662]
8127	chrX	TBL1X	+	9716219	9719740	[9719736, 9719411, 9719653]
8128	chrX	KIF4A	+	70420061	70420886	[70420885, 70420503]
8129	chrX	FAM156B	+	52907108	52908560	[52908558, 52908327]
8130	chrX	RTL8B	-	135020512	135022542	[135021282, 135020527]
8131	chrX	GDI1	+	154442519	154443467	[154443466]
8132	chrX	ZNF449	+	135360192	135363413	[135363121]
8133	chrX	HDAC6	+	48824543	48824982	[48824981]
8134	chrX	MAMLD1	+	150509961	150514173	[150514130, 150513285]
8135	chrX	AP1S2	-	15825805	15827372	[15826898, 15825835, 15827031, 15826053]
8136	chrX	AP1S2	-	15830058	15833524	[15830091, 15831217]
8137	chrX	RBMX2	+	130412360	130413656	[130413341, 130413058]
8138	chrX	ZNF75D	-	135285786	135287846	[135285831]
8139	chrX	GRIPAP1	-	48973722	48974285	[48973729]
8140	chrX	MED12	+	71142174	71142450	[71142449]
8141	chrX	FTSJ1	+	48482985	48486364	[48486307]
8142	chrX	SMIM10	+	134990990	134992473	[134991900, 134992456, 134991602]
8143	chrX	ZNF275	+	153346818	153352926	[153351492, 153352919, 153351398]
8144	chrX	BRWD3	-	80669502	80677363	[80674946]
8145	chrX	UPRT	+	75300866	75304897	[75304402, 75304600]
8146	chrX	ARMCX2	-	101655280	101657715	[101655290, 101655594]
8147	chrX	UPF3B	-	119834021	119835027	[119834048, 119834338, 119834949]
8148	chrX	PIM2	-	48913181	48914294	[48913295, 48913206]
8149	chrX	RNF113A	-	119870474	119871733	[119870541, 119870729]
8150	chrX	SH3KBP1	-	19533976	19536458	[19535420, 19535681]
8151	chrX	ATP11C	-	139726347	139732525	[139727113, 139726356, 139726945]
8152	chrX	UBQLN2	+	56563626	56567868	[56567402]
8153	chrX	PNMA6A	+	153072934	153075019	[153075016]
8154	chrX	SCML2	-	18239312	18241379	[18239318]
8155	chrX	EIF2S3	+	24076721	24078810	[24077091, 24077468, 24077971, 24076947, 24078796]
8156	chrX	FAM156A	-	52947253	52948705	[52947260, 52947470]
8157	chrX	RPS4X	-	72272041	72272772	[72272602, 72272099]
8158	chrX	TMLHE	-	155489010	155491666	[155489039, 155491514]
8159	chrX	MAP7D3	-	136213219	136219495	[136216820, 136218248, 136216954]
8160	chrX	GK	+	30728731	30731462	[30729683]
8161	chrX	WWC3	+	10141434	10144474	[10144464, 10141615]
8162	chrX	ARMCX1	+	101552808	101554700	[101554419, 101554682]
8163	chrX	RPL36A	+	101395727	101396155	[101395798, 101396152]
8164	chrX	YY2	+	21855986	21858740	[21858416, 21858739]
8165	chrX	TAF9B	-	78129747	78131773	[78129765, 78131032, 78129866]
8166	chrX	PDHA1	+	19359488	19361718	[19361683, 19359898]
8167	chrX	CDK16	+	47228730	47229997	[47229996, 47228978]
8168	chrX	SLC25A6	-	1386151	1386759	[1386151]
8169	chrX	MORF4L2	-	103675497	103677051	[103675498, 103675749, 103675899]
8170	chrX	HPRT1	+	134500029	134500668	[134500665, 134500403, 134500256]
8171	chrX	NKRF	-	119588336	119591309	[119588351]
8172	chrX	UBE2A	+	119583126	119584423	[119584414, 119583982, 119583355]
8173	chrX	SLITRK4	-	143622789	143631158	[143628096, 143628231]
8174	chrX	CHM	-	85861179	85864821	[85861240, 85863192, 85863986]
8175	chrX	CLCN4	+	10233493	10237660	[10233937]
8176	chrX	CHRDL1	-	110673855	110679425	[110674026, 110673883]
8177	chrX	SLC7A3	-	70925578	70925943	[70925601]
8178	chrX	PLXNA3	+	154472589	154477779	[154473640]
8179	chrX	SOX3	-	140502984	140505069	[140502987]
8180	chrX	BCLAF3	-	19912859	19917334	[19912873, 19914556, 19916275]
8181	chrX	PBDC1	+	76177615	76178314	[76177848, 76178229]
8182	chrX	ALG13	+	111686136	111690172	[111688763]
8183	chrX	ALG13	+	111759733	111760649	[111760637]
8184	chrX	ZC4H2	-	64915806	64917896	[64916400, 64916485]
8185	chrX	FLNA	-	154348530	154349036	[154348530, 154348825]
8186	chrX	EOLA2	-	149932196	149932767	[149932205, 149932376]
8187	chrX	BRCC3	+	155119998	155123077	[155123037, 155122127, 155121987]
8188	chrX	TCEAL3	+	103609037	103609927	[103609916, 103609454]
8189	chrX	SLC16A2	+	74531332	74533916	[74532659, 74533912]
8190	chrX	RPL39	-	119786503	119786732	[119786504]
8191	chrX	RAP2C	-	132203024	132214446	[132203027, 132203328]
8192	chrX	GPC4	-	133300102	133303069	[133301044]
8193	chrX	MCTS1	+	120612182	120621159	[120612392, 120621111]
8194	chrX	L1CAM	-	153861513	153862894	[153861544, 153861668]
8195	chrX	APOOL	+	85087589	85093315	[85093045, 85089963, 85093296]
8196	chrX	DUSP9	+	153649979	153651326	[153651318, 153651183]
8197	chrX	NDUFB11	-	47142215	47142440	[47142223]
8198	chrX	ARMCX3	+	101624833	101627843	[101627842, 101625075, 101626483, 101627479]
8199	chrX	BEX5	-	102153711	102154302	[102153728]
8200	chrX	CHIC1	+	73680954	73687111	[73687098]
8201	chrX	RPS6KA3	-	20149910	20155520	[20149918, 20153627, 20150099, 20154833]
8202	chrX	WNK3	-	54192822	54198653	[54192878]
8203	chrX	F8A1	+	154886354	154888061	[154888045]
8204	chrX	CENPI	+	101162832	101166126	[101163682, 101166035, 101165082, 101164836]
8205	chrX	TFE3	-	49028725	49030601	[49028727]
8206	chrX	KLHL15	-	23983719	23989030	[23983970, 23983737]
8207	chrX	KDM6A	+	45111381	45112779	[45112202, 45112065]
8208	chrX	RAB39B	-	155258234	155261229	[155260735, 155258255]
8209	chrX	MTMR1	+	150762564	150765108	[150764926]
8210	chrX	SYAP1	+	16760231	16765340	[16762485, 16760435, 16765308, 16761197, 16760880, 16765161, 16761731, 16762316, 16761453]
8211	chrX	RPL10	+	154400474	154402339	[154400626, 154400917, 154401912]
8212	chrX	NDUFA1	+	119876513	119876662	[119876661]
8213	chrX	PDZD11	-	70286594	70287116	[70286599]
8214	chrX	TMSB15A	-	102513681	102514124	[102513714]
8215	chrX	MBTPS2	+	21882432	21885423	[21885408, 21885013]
8216	chrX	AKAP17A	+	1600658	1602520	[1602509, 1602404]
8217	chrX	HNRNPH2	+	101411935	101414133	[101414131, 101413862, 101412482]
8218	chrX	COX7B	+	77905183	77907376	[77905379]
8219	chrX	MAGEH1	+	55452126	55453566	[55453268, 55453562]
8220	chrX	NXT2	+	109542506	109544698	[109544688]
8221	chrX	ZC3H12B	+	65501788	65507887	[65507881]
8222	chrX	MED14	-	40648304	40651879	[40649548, 40649870, 40651303, 40649688]
8223	chrX	MSN	+	65739728	65741931	[65741930]
8224	chrX	ARMCX4	+	101488443	101495807	[101495803]
8225	chrX	GYG2	+	2881051	2882818	[2882804, 2882692]
8226	chrX	MXRA5	-	3308564	3311624	[3308569]
8227	chrX	SLC25A14	+	130372908	130373357	[130373356, 130373189]
8228	chrX	ABCB7	-	75051047	75053585	[75053295, 75053429]
8229	chrX	NBDY	+	56729242	56819179	[56817649, 56737290, 56817560]
8230	chrX	ATP6AP1	+	154435681	154436516	[154436510]
8231	chrX	SPIN3	-	56990830	56994949	[56990834]
8232	chrX	NSDHL	+	152868783	152869729	[152869356, 152869030]
8233	chrX	HTATSF1	+	136510807	136512346	[136511654, 136512338, 136511256, 136511546, 136511782]
8234	chrX	ARHGEF9	-	63634966	63644048	[63635010, 63637980]
8235	chrX	F8A2	+	155382094	155383801	[155383792]
8236	chrX	GTPBP6	-	304758	305197	[304760, 304896]
8237	chrX	UBL4A	-	154483716	154485649	[154483740, 154484201, 154483987]
8238	chrX	HAUS7	-	153447667	153447909	[153447677]
8239	chrX	PIR	-	15384798	15385116	[15384820]
8240	chrX	G6PD	-	154531389	154532090	[154531399]
8241	chrX	PABIR2	-	134769565	134772283	[134769566, 134771679, 134771810, 134769823]
8242	chrX	PRICKLE3	-	49174801	49176265	[49174801]
8243	chrX	ERCC6L	-	72204664	72208698	[72204682, 72204863]
8244	chrX	SLC10A3	-	154487310	154489082	[154487312]
8245	chrX	PTCHD1	+	23392530	23404374	[23394270]
8246	chrX	PUDP	-	7048919	7050472	[7048925]
8247	chrX	PJA1	-	69160745	69163466	[69160856]
8248	chrX	MAGED4B	-	52061826	52062664	[52061840]
8249	chrX	BEX3	+	103377037	103378164	[103378073, 103377420]
8250	chrX	TSPAN6	-	100627107	100630866	[100629032, 100629715]
8251	chrX	TMEM164	+	110173244	110184251	[110184246, 110177774, 110177158, 110177648, 110176996]
8252	chrX	NONO	+	71299941	71301168	[71301167, 71300250]
8253	chrX	PIGA	-	15319450	15321772	[15319492]
8254	chrX	CA5B	+	15782484	15788411	[15784511]
8255	chrX	MOSPD2	+	14919671	14922327	[14920850, 14922303]
8256	chrX	ARMCX6	-	101615124	101616766	[101615128, 101615312]
8257	chrX	PPP1R3F	+	49285833	49288090	[49287478, 49287355]
8258	chrX	PHF6	+	134425200	134428790	[134428789, 134428421]
8259	chrX	GPRASP2	+	102714408	102717733	[102717722, 102717526]
8260	chrX	PLS3	+	115649428	115650861	[115650670, 115650857, 115650289]
8261	chrX	MAGED1	+	51901552	51902354	[51901938, 51902353]
8262	chrX	ACSL4	-	109641334	109644186	[109643917, 109641338, 109641447]
8263	chrX	ZNF185	+	152970442	152973481	[152973461]
8264	chrX	STEEP1	-	119538148	119539789	[119538152, 119539127]
8265	chrX	VCF2	-	55143101	55146311	[55145898, 55146027]
8266	chrX	PGRMC1	+	119243150	119244466	[119243336, 119244458, 119244234, 119244140]
8267	chrX	PDK3	+	24539133	24550466	[24550423, 24539825, 24540818, 24543409]
8268	chrX	SLC9A7	-	46599250	46607203	[46602047, 46599475, 46599277, 46606747, 46599712, 46606543, 46605323]
8269	chrX	MMGT1	-	135960587	135965183	[135962323, 135962073, 135960684, 135961167]
8270	chrX	VMA21	+	151404915	151409364	[151409363, 151405195]
8271	chrX	FMR1	+	147948682	147951125	[147951110, 147950656]
8272	chrX	SMS	+	21994311	21994837	[21994809]
8273	chrX	MPP1	-	154778683	154779353	[154778733]
8274	chrX	EIF1AX	-	20124524	20128311	[20127009, 20127752, 20128041, 20125983, 20127206, 20126132, 20125764, 20124700]
8275	chrX	TRAPPC2	-	13712244	13714505	[13712249]
8276	chrX	ZXDA	-	57905429	57910458	[57905438]
8277	chrX	GEMIN8	-	14006725	14009169	[14006728, 14008681, 14006864]
8278	chrX	FHL1	+	136209870	136211359	[136211342, 136211210]
8279	chrX	IDS	-	149476987	149483218	[149482546, 149479063, 149479537, 149479810, 149479414, 149478774, 149481793, 149477081]
8280	chrX	IDS	-	149487130	149487313	[149487144]
8281	chrX	SOWAHD	+	119758587	119760202	[119760195, 119760029]
8282	chrX	APLN	-	129645258	129648792	[129645815, 129645380]
8283	chrX	FAM199X	+	104189607	104195902	[104195887, 104191437]
8284	chrX	TMEM47	-	34627074	34630491	[34627089, 34627224]
8285	chrX	COL4A5	+	108696296	108697545	[108697541, 108696819]
8286	chrX	HDX	-	84317877	84322014	[84321201]
8287	chrX	C1GALT1C1	-	120625673	120627171	[120626105, 120625926, 120625698]
8288	chrX	MAP7D2	-	20006712	20011052	[20006840, 20007043]
8289	chrX	ENOX2	-	130622324	130625445	[130623972]
8290	chrX	MAGED4	+	52191430	52192268	[52192255]
8291	chrX	NOX1	-	100843323	100844078	[100843383]
8292	chrX	MSL3	+	11765466	11767977	[11767966]
8293	chrX	MSL3	+	11774979	11775772	[11775752]
8294	chrX	TRMT2B	-	101009349	101010707	[101009349]
8295	chrX	PLP2	+	49174671	49175235	[49175177]
8296	chrX	TCEANC	+	13662500	13665409	[13665403]
8297	chrX	ARHGAP4	-	153907377	153907962	[153907379]
